in,ratio_in,datetime,year,month,time,out,ratio_out,in_CMR,ratio_in_CMR,in_HH,ratio_in_HH,Net_in_out,is_valid_datetime
108590,0.09828,2023-12-17,2023,12,0,103291,0.0839,97766,0.11324,111331,0.1344,5299,True
149044,0.13489,2023-12-18,2023,12,0,93459,0.07592,142102,0.16459,131222,0.15841,55585,True
101103,0.0915,2023-12-19,2023,12,0,64468,0.05237,69143,0.08008,71932,0.08684,36635,True
98884,0.08949,2023-12-20,2023,12,0,43828,0.0356,56274,0.06518,71429,0.08623,55056,True
96173,0.08704,2023-12-21,2023,12,0,31214,0.02535,56288,0.0652,31899,0.03851,64959,True
78762,0.07128,2023-12-22,2023,12,0,18838,0.0153,45339,0.05251,16595,0.02003,59924,True
30255,0.02738,2023-12-23,2023,12,0,9356,0.0076,25162,0.02914,5819,0.00702,20899,True
2361,0.00214,1900-01-01,1900,1,0,3248,0.00264,4778,0.00553,857,0.00103,-887,True
134,0.00012,2023-12-01,2023,12,0,555,0.00045,91,0.00011,69,8e-05,-421,True
0,0.0,2023-12-02,2023,12,0,28,2e-05,0,0.0,0,0.0,-28,True
0,0.0,2023-12-03,2023,12,0,0,0.0,0,0.0,0,0.0,0,True
28,3e-05,2023-11-04,2023,11,0,0,0.0,79,9e-05,9,1e-05,28,True
1511,0.00144,2023-11-05,2023,11,0,1076,0.00095,3471,0.00375,1319,0.00164,435,True
4122,0.00393,2023-11-06,2023,11,0,20444,0.01806,5821,0.00629,3216,0.00399,-16322,True
8567,0.00816,2023-11-07,2023,11,0,55703,0.04921,13220,0.01429,5552,0.00689,-47136,True
16664,0.01588,2023-11-08,2023,11,0,130133,0.11496,21768,0.02354,9152,0.01136,-113469,True
31282,0.0298,2023-11-09,2023,11,0,105229,0.09296,27349,0.02957,12926,0.01605,-73947,True
36938,0.03519,2023-11-10,2023,11,0,69594,0.06148,30005,0.03244,17824,0.02213,-32656,True
42963,0.04093,2023-11-11,2023,11,0,66924,0.05912,34214,0.03699,28336,0.03518,-23961,True
43940,0.04186,2023-11-12,2023,11,0,71931,0.06354,34117,0.03689,38522,0.04783,-27991,True
47423,0.04518,2023-11-13,2023,11,0,72197,0.06378,41401,0.04476,49341,0.06126,-24774,True
56997,0.0543,2023-11-14,2023,11,0,67633,0.05975,47834,0.05172,60820,0.07551,-10636,True
73453,0.06998,2023-11-15,2023,11,0,72700,0.06422,56824,0.06144,73144,0.09081,753,True
86012,0.08195,2023-11-16,2023,11,0,75706,0.06688,70085,0.07578,89070,0.11058,10306,True
108692,0.10355,2023-11-17,2023,11,0,83489,0.07375,112339,0.12146,113676,0.14113,25203,True
146080,0.13917,2023-11-18,2023,11,0,79945,0.07062,164971,0.17837,132982,0.1651,66135,True
86086,0.08202,2023-11-19,2023,11,0,57512,0.0508,74970,0.08106,64494,0.08007,28574,True
82580,0.07868,2023-11-20,2023,11,0,40795,0.03604,59734,0.06458,60685,0.07534,41785,True
80075,0.07629,2023-11-21,2023,11,0,28670,0.02533,56810,0.06142,25051,0.0311,51405,True
68613,0.06537,2023-11-22,2023,11,0,18323,0.01619,42233,0.04566,14034,0.01742,50290,True
25656,0.02444,2023-11-23,2023,11,0,10306,0.0091,22955,0.02482,4699,0.00583,15350,True
1934,0.00184,1900-01-01,1900,1,0,3517,0.00311,4696,0.00508,608,0.00075,-1583,True
0,0.0,2023-11-01,2023,11,0,194,0.00017,4,0.0,0,0.0,-194,True
0,0.0,2023-11-02,2023,11,0,0,0.0,1,0.0,0,0.0,0,True
0,0.0,2023-11-03,2023,11,0,0,0.0,0,0.0,0,0.0,0,True
23,2e-05,2023-10-04,2023,10,0,3,0.0,98,0.00011,24,3e-05,20,True
1611,0.00155,2023-10-05,2023,10,0,1130,0.00101,3532,0.00405,1271,0.0016,481,True
4558,0.0044,2023-10-06,2023,10,0,20279,0.01811,6220,0.00713,3313,0.00416,-15721,True
8876,0.00856,2023-10-07,2023,10,0,53695,0.04796,12548,0.01438,5627,0.00707,-44819,True
18162,0.01751,2023-10-08,2023,10,0,119781,0.10698,21013,0.02409,9543,0.01199,-101619,True
32543,0.03138,2023-10-09,2023,10,0,94373,0.08429,26803,0.03073,13311,0.01672,-61830,True
37627,0.03629,2023-10-10,2023,10,0,71465,0.06383,30366,0.03481,18253,0.02293,-33838,True
42292,0.04078,2023-10-11,2023,10,0,73173,0.06536,32420,0.03717,29823,0.03747,-30881,True
44565,0.04298,2023-10-12,2023,10,0,77667,0.06937,33892,0.03885,40439,0.05081,-33102,True
50494,0.04869,2023-10-13,2023,10,0,77134,0.06889,40913,0.0469,52828,0.06637,-26640,True
59238,0.05713,2023-10-14,2023,10,0,71356,0.06373,47335,0.05426,66193,0.08316,-12118,True
75096,0.07242,2023-10-15,2023,10,0,73120,0.06531,54931,0.06297,78109,0.09814,1976,True
88188,0.08504,2023-10-16,2023,10,0,75082,0.06706,67646,0.07755,90572,0.11379,13106,True
106102,0.10232,2023-10-17,2023,10,0,76499,0.06833,102375,0.11736,110054,0.13827,29603,True
138150,0.13323,2023-10-18,2023,10,0,73359,0.06552,148143,0.16983,121732,0.15294,64791,True
84890,0.08186,2023-10-19,2023,10,0,56280,0.05027,70872,0.08125,58407,0.07338,28610,True
79573,0.07674,2023-10-20,2023,10,0,40634,0.03629,55332,0.06343,56453,0.07093,38939,True
75276,0.07259,2023-10-21,2023,10,0,31342,0.02799,52060,0.05968,22339,0.02807,43934,True
63463,0.0612,2023-10-22,2023,10,0,19316,0.01725,39067,0.04479,12445,0.01564,44147,True
24633,0.02376,2023-10-23,2023,10,0,10797,0.00964,22620,0.02593,4643,0.00583,13836,True
1599,0.00154,1900-01-01,1900,1,0,3000,0.00268,4133,0.00474,543,0.00068,-1401,True
0,0.0,2023-10-01,2023,10,0,133,0.00012,0,0.0,2,0.0,-133,True
0,0.0,2023-10-02,2023,10,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-10-03,2023,10,0,0,0.0,0,0.0,0,0.0,0,True
34,4e-05,2023-09-04,2023,9,0,6,1e-05,69,8e-05,17,2e-05,28,True
1633,0.00169,2023-09-05,2023,9,0,984,0.00095,3239,0.00388,1091,0.00152,649,True
4324,0.00448,2023-09-06,2023,9,0,19157,0.01845,5711,0.00684,3079,0.00429,-14833,True
8527,0.00883,2023-09-07,2023,9,0,50691,0.04883,11800,0.01414,5282,0.00736,-42164,True
16433,0.01702,2023-09-08,2023,9,0,118105,0.11376,19178,0.02298,8896,0.0124,-101672,True
31267,0.03239,2023-09-09,2023,9,0,90111,0.0868,23769,0.02848,12029,0.01677,-58844,True
36269,0.03757,2023-09-10,2023,9,0,62095,0.05981,27122,0.0325,17623,0.02456,-25826,True
42141,0.04366,2023-09-11,2023,9,0,61668,0.0594,31081,0.03724,27153,0.03784,-19527,True
43858,0.04544,2023-09-12,2023,9,0,70191,0.06761,32556,0.03901,36867,0.05138,-26333,True
47249,0.04895,2023-09-13,2023,9,0,70515,0.06792,39206,0.04698,45111,0.06287,-23266,True
55441,0.05744,2023-09-14,2023,9,0,65185,0.06279,46069,0.0552,54503,0.07596,-9744,True
70972,0.07353,2023-09-15,2023,9,0,66803,0.06435,53126,0.06365,64477,0.08986,4169,True
80495,0.08339,2023-09-16,2023,9,0,68827,0.0663,65990,0.07907,78746,0.10975,11668,True
98538,0.10208,2023-09-17,2023,9,0,70933,0.06832,98998,0.11862,100175,0.13962,27605,True
129132,0.13378,2023-09-18,2023,9,0,66697,0.06424,142317,0.17052,114925,0.16017,62435,True
76884,0.07965,2023-09-19,2023,9,0,52125,0.05021,67299,0.08064,55581,0.07746,24759,True
72619,0.07523,2023-09-20,2023,9,0,39249,0.03781,52208,0.06255,53348,0.07435,33370,True
68127,0.07058,2023-09-21,2023,9,0,29583,0.02849,50003,0.05991,21422,0.02986,38544,True
57367,0.05943,2023-09-22,2023,9,0,20181,0.01944,39141,0.0469,12051,0.0168,37186,True
22359,0.02316,2023-09-23,2023,9,0,11416,0.011,21720,0.02602,4534,0.00632,10943,True
1603,0.00166,1900-01-01,1900,1,0,3468,0.00334,4004,0.0048,590,0.00082,-1865,True
3,0.0,2023-09-01,2023,9,0,194,0.00019,2,0.0,0,0.0,-191,True
0,0.0,2023-09-02,2023,9,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-09-03,2023,9,0,0,0.0,0,0.0,0,0.0,0,True
18,2e-05,2023-08-04,2023,8,0,1,0.0,87,0.00011,16,2e-05,17,True
1672,0.00183,2023-08-05,2023,8,0,982,0.00099,3327,0.00424,1104,0.00153,690,True
4417,0.00483,2023-08-06,2023,8,0,19639,0.01985,5534,0.00705,3018,0.00418,-15222,True
8128,0.00888,2023-08-07,2023,8,0,51339,0.0519,11572,0.01474,5130,0.00711,-43211,True
16206,0.01771,2023-08-08,2023,8,0,117085,0.11835,19417,0.02473,8661,0.012,-100879,True
31170,0.03406,2023-08-09,2023,8,0,80830,0.08171,23964,0.03052,12588,0.01744,-49660,True
38048,0.04158,2023-08-10,2023,8,0,57940,0.05857,27054,0.03445,18508,0.02564,-19892,True
42740,0.04671,2023-08-11,2023,8,0,58093,0.05872,30580,0.03895,29040,0.04024,-15353,True
41448,0.0453,2023-08-12,2023,8,0,61336,0.062,30671,0.03906,37353,0.05175,-19888,True
44193,0.0483,2023-08-13,2023,8,0,63546,0.06424,35376,0.04505,44331,0.06142,-19353,True
49728,0.05435,2023-08-14,2023,8,0,61550,0.06222,40064,0.05102,52527,0.07278,-11822,True
60153,0.06574,2023-08-15,2023,8,0,63199,0.06388,45361,0.05777,62579,0.0867,-3046,True
71296,0.07792,2023-08-16,2023,8,0,65409,0.06612,58173,0.07409,76205,0.10558,5887,True
89840,0.09818,2023-08-17,2023,8,0,67012,0.06774,95674,0.12185,101309,0.14037,22828,True
131120,0.14329,2023-08-18,2023,8,0,64215,0.06491,145699,0.18556,123305,0.17084,66905,True
74659,0.08159,2023-08-19,2023,8,0,50416,0.05096,64872,0.08262,55879,0.07742,24243,True
67285,0.07353,2023-08-20,2023,8,0,39296,0.03972,47611,0.06064,52238,0.07238,27989,True
64446,0.07043,2023-08-21,2023,8,0,31166,0.0315,44843,0.05711,20855,0.0289,33280,True
54876,0.05997,2023-08-22,2023,8,0,21010,0.02124,34422,0.04384,12263,0.01699,33866,True
22263,0.02433,2023-08-23,2023,8,0,11680,0.01181,17576,0.02238,4351,0.00603,10583,True
1328,0.00145,1900-01-01,1900,1,0,3416,0.00345,3324,0.00423,490,0.00068,-2088,True
2,0.0,2023-08-01,2023,8,0,113,0.00011,0,0.0,0,0.0,-111,True
0,0.0,2023-08-02,2023,8,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-08-03,2023,8,0,0,0.0,0,0.0,0,0.0,0,True
23,3e-05,2023-07-04,2023,7,0,4,0.0,82,0.0001,14,2e-05,19,True
1765,0.00194,2023-07-05,2023,7,0,1099,0.00113,3408,0.00432,1154,0.00152,666,True
3978,0.00438,2023-07-06,2023,7,0,18839,0.01929,5314,0.00673,2974,0.00391,-14861,True
7640,0.00841,2023-07-07,2023,7,0,51729,0.05298,11304,0.01432,5079,0.00668,-44089,True
15509,0.01708,2023-07-08,2023,7,0,116379,0.11919,19531,0.02474,8935,0.01175,-100870,True
29824,0.03284,2023-07-09,2023,7,0,82525,0.08452,25098,0.03179,12425,0.01634,-52701,True
36886,0.04062,2023-07-10,2023,7,0,58055,0.05946,27404,0.03471,18346,0.02413,-21169,True
41904,0.04614,2023-07-11,2023,7,0,57869,0.05927,30345,0.03844,29789,0.03918,-15965,True
42492,0.04679,2023-07-12,2023,7,0,60991,0.06246,31886,0.04039,39994,0.05261,-18499,True
45492,0.05009,2023-07-13,2023,7,0,64400,0.06595,37323,0.04727,48552,0.06386,-18908,True
50275,0.05536,2023-07-14,2023,7,0,61250,0.06273,41867,0.05303,57710,0.07591,-10975,True
61421,0.06763,2023-07-15,2023,7,0,60809,0.06228,45044,0.05705,68437,0.09002,612,True
70675,0.07782,2023-07-16,2023,7,0,62519,0.06403,55255,0.06999,83829,0.11026,8156,True
90692,0.09986,2023-07-17,2023,7,0,65425,0.067,92661,0.11737,106930,0.14065,25267,True
128945,0.14198,2023-07-18,2023,7,0,62921,0.06444,146060,0.185,128545,0.16908,66024,True
71558,0.07879,2023-07-19,2023,7,0,47863,0.04902,63395,0.0803,55372,0.07283,23695,True
66804,0.07356,2023-07-20,2023,7,0,37940,0.03886,48605,0.06156,51358,0.06755,28864,True
63134,0.06952,2023-07-21,2023,7,0,29670,0.03039,46196,0.05851,22687,0.02984,33464,True
55010,0.06057,2023-07-22,2023,7,0,20307,0.0208,36619,0.04638,12826,0.01687,34703,True
22763,0.02506,2023-07-23,2023,7,0,11796,0.01208,18857,0.02388,4683,0.00616,10967,True
1385,0.00153,1900-01-01,1900,1,0,3875,0.00397,3252,0.00412,614,0.00081,-2490,True
0,0.0,2023-07-01,2023,7,0,160,0.00016,1,0.0,0,0.0,-160,True
0,0.0,2023-07-02,2023,7,0,1,0.0,0,0.0,0,0.0,-1,True
0,0.0,2023-07-03,2023,7,0,0,0.0,0,0.0,0,0.0,0,True
31,3e-05,2023-06-04,2023,6,0,1,0.0,134,0.00016,13,2e-05,30,True
1545,0.00165,2023-06-05,2023,6,0,1111,0.0011,3847,0.0046,1253,0.0016,434,True
3879,0.00413,2023-06-06,2023,6,0,19165,0.01899,5377,0.00643,3074,0.00393,-15286,True
7855,0.00837,2023-06-07,2023,6,0,54205,0.05372,11527,0.01379,5258,0.00672,-46350,True
15344,0.01635,2023-06-08,2023,6,0,123971,0.12287,18489,0.02212,8967,0.01146,-108627,True
28403,0.03027,2023-06-09,2023,6,0,88895,0.08811,25386,0.03038,12654,0.01618,-60492,True
35329,0.03765,2023-06-10,2023,6,0,62613,0.06206,26998,0.03231,18605,0.02379,-27284,True
41862,0.04462,2023-06-11,2023,6,0,61474,0.06093,30564,0.03657,30725,0.03928,-19612,True
41964,0.04473,2023-06-12,2023,6,0,67475,0.06688,32940,0.03942,41960,0.05365,-25511,True
46839,0.04992,2023-06-13,2023,6,0,66388,0.0658,39713,0.04752,52390,0.06698,-19549,True
55018,0.05864,2023-06-14,2023,6,0,61533,0.06099,46098,0.05516,63708,0.08146,-6515,True
67175,0.0716,2023-06-15,2023,6,0,62962,0.0624,50747,0.06073,73154,0.09353,4213,True
76076,0.08108,2023-06-16,2023,6,0,63121,0.06256,60504,0.0724,84829,0.10846,12955,True
94352,0.10056,2023-06-17,2023,6,0,64872,0.0643,96163,0.11507,107512,0.13746,29480,True
133931,0.14275,2023-06-18,2023,6,0,61128,0.06059,149862,0.17933,134634,0.17214,72803,True
74154,0.07903,2023-06-19,2023,6,0,47374,0.04695,66823,0.07996,53248,0.06808,26780,True
68058,0.07254,2023-06-20,2023,6,0,36245,0.03592,52765,0.06314,47799,0.06111,31813,True
65498,0.06981,2023-06-21,2023,6,0,29484,0.02922,51495,0.06162,23030,0.02945,36014,True
56305,0.06001,2023-06-22,2023,6,0,20619,0.02044,40064,0.04794,13672,0.01748,35686,True
23085,0.0246,2023-06-23,2023,6,0,12460,0.01235,21743,0.02602,4952,0.00633,10625,True
1541,0.00164,1900-01-01,1900,1,0,3696,0.00366,4419,0.00529,683,0.00087,-2155,True
3,0.0,2023-06-01,2023,6,0,170,0.00017,4,0.0,0,0.0,-167,True
1,0.0,2023-06-02,2023,6,0,0,0.0,0,0.0,1,0.0,1,True
0,0.0,2023-06-03,2023,6,0,0,0.0,0,0.0,0,0.0,0,True
34,4e-05,2023-05-04,2023,5,0,1,0.0,88,0.0001,25,3e-05,33,True
1680,0.00176,2023-05-05,2023,5,0,1078,0.00106,4166,0.00471,1360,0.00166,602,True
4168,0.00437,2023-05-06,2023,5,0,18498,0.01821,5444,0.00616,3252,0.00397,-14330,True
7889,0.00828,2023-05-07,2023,5,0,53064,0.05223,11446,0.01295,5434,0.00663,-45175,True
15884,0.01667,2023-05-08,2023,5,0,126117,0.12413,18223,0.02061,9445,0.01153,-110233,True
28153,0.02954,2023-05-09,2023,5,0,91444,0.09001,24754,0.028,12888,0.01573,-63291,True
33539,0.03519,2023-05-10,2023,5,0,64123,0.06311,27174,0.03074,19228,0.02348,-30584,True
41332,0.04336,2023-05-11,2023,5,0,63505,0.06251,31194,0.03528,31709,0.03871,-22173,True
42960,0.04507,2023-05-12,2023,5,0,70822,0.06971,34078,0.03855,43690,0.05334,-27862,True
46396,0.04868,2023-05-13,2023,5,0,68422,0.06735,40975,0.04635,56636,0.06915,-22026,True
55064,0.05777,2023-05-14,2023,5,0,62961,0.06197,48432,0.05478,69094,0.08436,-7897,True
71692,0.07522,2023-05-15,2023,5,0,64426,0.06341,54724,0.0619,78757,0.09615,7266,True
79362,0.08326,2023-05-16,2023,5,0,62907,0.06192,65293,0.07386,92931,0.11346,16455,True
100350,0.10528,2023-05-17,2023,5,0,65682,0.06465,99731,0.11281,110835,0.13532,34668,True
134639,0.14126,2023-05-18,2023,5,0,61065,0.0601,150914,0.1707,133390,0.16286,73574,True
74781,0.07846,2023-05-19,2023,5,0,46001,0.04528,71221,0.08056,56452,0.06892,28780,True
68901,0.07229,2023-05-20,2023,5,0,35725,0.03516,56985,0.06446,50736,0.06194,33176,True
66633,0.06991,2023-05-21,2023,5,0,28050,0.02761,55329,0.06258,23679,0.02891,38583,True
56357,0.05913,2023-05-22,2023,5,0,18619,0.01833,48451,0.0548,13770,0.01681,37738,True
21784,0.02286,2023-05-23,2023,5,0,10262,0.0101,29765,0.03367,5057,0.00617,11522,True
1532,0.00161,1900-01-01,1900,1,0,3113,0.00306,5680,0.00642,699,0.00085,-1581,True
0,0.0,2023-05-01,2023,5,0,91,9e-05,1,0.0,1,0.0,-91,True
0,0.0,2023-05-02,2023,5,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-05-03,2023,5,0,0,0.0,0,0.0,0,0.0,0,True
18,2e-05,2023-04-04,2023,4,0,0,0.0,94,0.00011,20,3e-05,18,True
1433,0.00152,2023-04-05,2023,4,0,1134,0.00112,3711,0.00437,1364,0.00178,299,True
3965,0.00422,2023-04-06,2023,4,0,16499,0.0163,5068,0.00597,3134,0.00409,-12534,True
7917,0.00842,2023-04-07,2023,4,0,53268,0.05264,10862,0.0128,5546,0.00724,-45351,True
15553,0.01654,2023-04-08,2023,4,0,121787,0.12034,17915,0.0211,9096,0.01187,-106234,True
28163,0.02995,2023-04-09,2023,4,0,91658,0.09057,23184,0.02731,12002,0.01566,-63495,True
35740,0.038,2023-04-10,2023,4,0,64507,0.06374,25677,0.03025,18029,0.02353,-28767,True
41100,0.0437,2023-04-11,2023,4,0,63674,0.06292,29916,0.03524,28616,0.03734,-22574,True
42144,0.04481,2023-04-12,2023,4,0,71454,0.07061,32174,0.0379,39044,0.05095,-29310,True
45894,0.0488,2023-04-13,2023,4,0,67690,0.06689,39260,0.04625,49673,0.06482,-21796,True
53000,0.05636,2023-04-14,2023,4,0,61474,0.06075,46867,0.05521,60568,0.07904,-8474,True
68232,0.07255,2023-04-15,2023,4,0,63325,0.06257,53952,0.06356,71889,0.09382,4907,True
76086,0.0809,2023-04-16,2023,4,0,62244,0.06151,64456,0.07593,84552,0.11034,13842,True
100382,0.10674,2023-04-17,2023,4,0,66286,0.0655,97490,0.11485,104841,0.13682,34096,True
133239,0.14168,2023-04-18,2023,4,0,62155,0.06142,148467,0.1749,129227,0.16865,71084,True
75827,0.08063,2023-04-19,2023,4,0,48385,0.04781,71249,0.08393,56538,0.07378,27442,True
69168,0.07355,2023-04-20,2023,4,0,36965,0.03653,55562,0.06545,50022,0.06528,32203,True
65648,0.0698,2023-04-21,2023,4,0,28273,0.02794,53527,0.06306,23506,0.03068,37375,True
55169,0.05866,2023-04-22,2023,4,0,18522,0.0183,42204,0.04972,13189,0.01721,36647,True
20440,0.02173,2023-04-23,2023,4,0,9866,0.00975,22935,0.02702,4797,0.00626,10574,True
1328,0.00141,1900-01-01,1900,1,0,2734,0.0027,4297,0.00506,611,0.0008,-1406,True
4,0.0,2023-04-01,2023,4,0,86,8e-05,2,0.0,2,0.0,-82,True
0,0.0,2023-04-02,2023,4,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-04-03,2023,4,0,0,0.0,0,0.0,0,0.0,0,True
43,4e-05,2023-03-04,2023,3,0,13,1e-05,72,8e-05,27,3e-05,30,True
1777,0.00182,2023-03-05,2023,3,0,1004,0.00096,3630,0.00406,1654,0.00205,773,True
4015,0.00412,2023-03-06,2023,3,0,16536,0.01586,4679,0.00523,3062,0.0038,-12521,True
7618,0.00781,2023-03-07,2023,3,0,55598,0.05332,10969,0.01226,5378,0.00668,-47980,True
16131,0.01655,2023-03-08,2023,3,0,135110,0.12958,17942,0.02006,9074,0.01127,-118979,True
29414,0.03017,2023-03-09,2023,3,0,94004,0.09016,22349,0.02498,11951,0.01484,-64590,True
36251,0.03719,2023-03-10,2023,3,0,63317,0.06073,23895,0.02671,17563,0.02181,-27066,True
42679,0.04378,2023-03-11,2023,3,0,62168,0.05962,28194,0.03152,28963,0.03596,-19489,True
42321,0.04342,2023-03-12,2023,3,0,74199,0.07116,31424,0.03513,39751,0.04936,-31878,True
44349,0.0455,2023-03-13,2023,3,0,67053,0.06431,38873,0.04346,52200,0.06481,-22704,True
54189,0.05559,2023-03-14,2023,3,0,63045,0.06046,47079,0.05263,64848,0.08052,-8856,True
70716,0.07254,2023-03-15,2023,3,0,64952,0.06229,54614,0.06105,77760,0.09655,5764,True
83403,0.08556,2023-03-16,2023,3,0,63603,0.061,68486,0.07656,91564,0.11369,19800,True
104504,0.10721,2023-03-17,2023,3,0,69448,0.06661,104497,0.11682,111643,0.13862,35056,True
142596,0.14628,2023-03-18,2023,3,0,65772,0.06308,162596,0.18177,138244,0.17165,76824,True
79613,0.08167,2023-03-19,2023,3,0,51120,0.04903,77008,0.08609,57812,0.07178,28493,True
71483,0.07333,2023-03-20,2023,3,0,36077,0.0346,60260,0.06737,50586,0.06281,35406,True
66997,0.06873,2023-03-21,2023,3,0,26764,0.02567,57804,0.06462,23688,0.02941,40233,True
54930,0.05635,2023-03-22,2023,3,0,18502,0.01774,47750,0.05338,13670,0.01697,36428,True
20322,0.02085,2023-03-23,2023,3,0,10637,0.0102,27371,0.0306,5305,0.00659,9685,True
1444,0.00148,1900-01-01,1900,1,0,3611,0.00346,5026,0.00562,627,0.00078,-2167,True
4,0.0,2023-03-01,2023,3,0,142,0.00014,6,1e-05,1,0.0,-138,True
0,0.0,2023-03-02,2023,3,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-03-03,2023,3,0,0,0.0,0,0.0,0,0.0,0,True
21,3e-05,2023-02-04,2023,2,0,3,0.0,64,9e-05,11,2e-05,18,True
1213,0.0017,2023-02-05,2023,2,0,854,0.00112,2896,0.00418,1298,0.0019,359,True
2842,0.00397,2023-02-06,2023,2,0,14283,0.01871,4068,0.00587,2629,0.00385,-11441,True
5065,0.00708,2023-02-07,2023,2,0,41754,0.0547,8429,0.01216,4164,0.0061,-36689,True
9853,0.01377,2023-02-08,2023,2,0,102815,0.13469,14449,0.02084,6927,0.01014,-92962,True
18113,0.02531,2023-02-09,2023,2,0,69287,0.09076,15771,0.02275,9000,0.01318,-51174,True
23810,0.03327,2023-02-10,2023,2,0,47853,0.06269,17175,0.02477,13390,0.0196,-24043,True
28646,0.04003,2023-02-11,2023,2,0,49678,0.06508,21277,0.03069,23030,0.03371,-21032,True
30827,0.04308,2023-02-12,2023,2,0,52885,0.06928,24260,0.03499,32053,0.04692,-22058,True
34206,0.0478,2023-02-13,2023,2,0,52855,0.06924,29208,0.04213,41979,0.06145,-18649,True
39388,0.05504,2023-02-14,2023,2,0,48969,0.06415,34694,0.05004,54250,0.07942,-9581,True
50642,0.07077,2023-02-15,2023,2,0,46347,0.06071,41133,0.05933,66162,0.09685,4295,True
59194,0.08272,2023-02-16,2023,2,0,46163,0.06047,50778,0.07324,79825,0.11686,13031,True
78078,0.10911,2023-02-17,2023,2,0,47863,0.0627,81749,0.11791,97179,0.14226,30215,True
118318,0.16534,2023-02-18,2023,2,0,45682,0.05984,137462,0.19827,122443,0.17924,72636,True
63795,0.08915,2023-02-19,2023,2,0,33243,0.04355,62722,0.09047,50500,0.07393,30552,True
54007,0.07547,2023-02-20,2023,2,0,22481,0.02945,45246,0.06526,42653,0.06244,31526,True
48030,0.06712,2023-02-21,2023,2,0,17315,0.02268,45458,0.06557,19346,0.02832,30715,True
35742,0.04995,2023-02-22,2023,2,0,13094,0.01715,35112,0.05064,11582,0.01695,22648,True
12855,0.01796,2023-02-23,2023,2,0,7508,0.00984,18162,0.0262,4162,0.00609,5347,True
938,0.00131,1900-01-01,1900,1,0,2325,0.00305,3185,0.00459,527,0.00077,-1387,True
1,0.0,2023-02-01,2023,2,0,111,0.00015,2,0.0,0,0.0,-110,True
0,0.0,2023-02-02,2023,2,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2023-02-03,2023,2,0,0,0.0,0,0.0,0,0.0,0,True
42,6e-05,2023-01-04,2023,1,0,10,1e-05,58,9e-05,12,2e-05,32,True
1105,0.00161,2023-01-05,2023,1,0,869,0.00119,2732,0.00414,1326,0.00212,236,True
2877,0.00418,2023-01-06,2023,1,0,14287,0.01953,4121,0.00625,2618,0.00418,-11410,True
5095,0.0074,2023-01-07,2023,1,0,41014,0.05607,8304,0.0126,4263,0.0068,-35919,True
8867,0.01289,2023-01-08,2023,1,0,102145,0.13964,13757,0.02087,6796,0.01084,-93278,True
15541,0.02259,2023-01-09,2023,1,0,66853,0.0914,14723,0.02234,8408,0.01342,-51312,True
21589,0.03137,2023-01-10,2023,1,0,44550,0.0609,15723,0.02385,12750,0.02034,-22961,True
27621,0.04014,2023-01-11,2023,1,0,44821,0.06127,20575,0.03122,21275,0.03395,-17200,True
29951,0.04353,2023-01-12,2023,1,0,48042,0.06568,23345,0.03542,28251,0.04508,-18091,True
32421,0.04712,2023-01-13,2023,1,0,49087,0.06711,27121,0.04115,35335,0.05638,-16666,True
37787,0.05492,2023-01-14,2023,1,0,46377,0.0634,32742,0.04968,44955,0.07173,-8590,True
47365,0.06883,2023-01-15,2023,1,0,45652,0.06241,39324,0.05966,55495,0.08855,1713,True
55910,0.08125,2023-01-16,2023,1,0,46231,0.0632,48200,0.07313,69755,0.1113,9679,True
74276,0.10794,2023-01-17,2023,1,0,47456,0.06488,80147,0.1216,89070,0.14212,26820,True
115031,0.16717,2023-01-18,2023,1,0,44576,0.06094,131805,0.19997,117912,0.18814,70455,True
61601,0.08952,2023-01-19,2023,1,0,31135,0.04256,59711,0.09059,48867,0.07797,30466,True
53183,0.07729,2023-01-20,2023,1,0,21223,0.02901,42737,0.06484,43362,0.06919,31960,True
47984,0.06973,2023-01-21,2023,1,0,16741,0.02289,42102,0.06388,20122,0.03211,31243,True
36140,0.05252,2023-01-22,2023,1,0,11612,0.01587,32599,0.04946,11185,0.01785,24528,True
12707,0.01847,2023-01-23,2023,1,0,6561,0.00897,16318,0.02476,4355,0.00695,6146,True
993,0.00144,1900-01-01,1900,1,0,2098,0.00287,2947,0.00447,599,0.00096,-1105,True
13,2e-05,2023-01-01,2023,1,0,133,0.00018,19,3e-05,3,0.0,-120,True
